KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NPU29761;P-Hud basalmembran IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29765;P-Hud desmosom IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29768;Monocs-Monocytter(GPI-fattige);;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT7 til IT8
NPU29769;Lymfeknute-Aberrant cellepopulasjon, fenotype;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29771;U-Etylenglykol;Medisinsk biokjemi;Klinisk farmakologi;KF9;809,17;800,58;0;
NPU29772;DNA-GSTP1-gen;;Klinisk farmakologi;KF5;155,17;153,54;0;IT7 til KF5
NPU29773;DNA-GSTT1-gen;;Klinisk farmakologi;KF5;155,17;153,54;0;IT7 til KF5
NPU29774;DNA-GSTA1-gen;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29775;DNA-CYP2B6-gen;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF5;155,17;153,54;0;KF6 til KF5
NPU29776;DNA-CYP3A4-gen;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29777;P-Mucin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29779;P-sFlt/PLGF;;Medisinsk Biokjemi;MB0;0,5;0,48;0;MB2 til MB0
NPU29781;Us-Taurin;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU29782;P-Pankreas øycelle (ICA) IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT0 til IT6
NPU29784;Us-Aminosyrer gruppe;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29786;P-C8-karnitin/C10-karnitin;;Medisinsk biokjemi;MB3;9,53;8,81;0;
NPU29788;U-Sukrose;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU29789;B-Laktat 15 min.;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NPU29808;U-Galaktose;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU29811;P-Amitriptylin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29812;P-Nortriptylin;;Klinisk farmakologi;KF8;656,5;649,55;0;KF7 til KF8
NPU29813;P-Bupropion;;Klinisk farmakologi;KF8;656,5;649,55;0;KF7 til KF8
NPU29814;P-Hydroksybupropion;;Klinisk farmakologi;KF7;477,48;472,39;0;KF6 til KF7
NPU29815;P-Hydroksybupropion;;Klinisk farmakologi;KF7;477,48;472,39;0;KF6 til KF7
NPU29816;P-Sum: Bupropion+hydroksybupropion;;Klinisk farmakologi;KF0;0,6;0,6;0;
NPU29817;P-Citalopram;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29818;P-Doksepin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29819;P-Duloksetin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29820;P-Fluoksetin;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29821;P-Fluvoksamin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29822;P-Klomipramin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29823;P-Mianserin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29824;P-Mirtazapin;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29825;P-Moklobemid;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29826;P-Paroksetin;;Klinisk farmakologi;KF8;656,5;649,55;0;KF7 til KF8
NPU29827;P-Reboksetin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29828;P-Sertralin;;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29829;P-Trimipramin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29830;P-Venlafaksin;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU29831;P-N-desmetylvenlafaksin;;Klinisk farmakologi;KF5;155,17;153,54;0;KF6 til KF5
NPU29832;P-Vortioksetin;;Klinisk farmakologi;KF7;477,48;472,39;0;KF8 til KF7
NPU29833;P-Vortioksetin;;Klinisk farmakologi;KF7;477,48;472,39;0;KF8 til KF7
NPU29834;P-Alimemazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29835;P-Amisulprid;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29836;P-Aripiprazol;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU29837;P-Asenapin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29838;P-Deksklorfeniramin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29839;P-Flupentiksol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29840;P-Haloperidol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29841;P-Hydroksyzin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29842;P-Klorpromazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29843;P-Klorprotiksen;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29844;P-Klozapin;;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29845;P-Kvetiapin;;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29846;P-N-desalkylkvetiapin;;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU29847;P-Levomepromazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29848;P-Olanzapin;;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29849;P-Perfenazin;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29850;P-Pimozid;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29851;P-Proklorperazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29852;P-Proklorperazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29853;P-Prometazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29854;P-Prometazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29855;P-Risperidon;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU29856;P-Paliperidon (hydroksyrisperidon);;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29857;P-Ziprasidon;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29858;P-Zuklopentiksol;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29859;P-Eslikarbazepin;;Klinisk farmakologi;KF7;477,48;472,39;0;KF8 til KF7
NPU29860;P-Sum: Karbamazepin+karbamazepinepoksid;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU29861;P-Amlodipin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29862;P-Apiksaban;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29863;P-Atenolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29864;P-Atenolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29865;P-Bisoprolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29866;P-Dabigatran;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29867;P-Digitoksin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29868;P-Digoksin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29869;P-Diltiazem;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29870;P-Flekainid;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29871;P-Irbesartan;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29872;P-Karvedilol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29873;P-Losartan;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29874;P-Metoprolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29875;P-Propranolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29876;P-Rivaroksaban;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29877;P-Telmisartan;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29878;P-Teofyllin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29879;P-Valsartan;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29880;P-Verapamil;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29881;P-Ketokonazol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU29882;P-Meropenem;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29883;P-Abatacept;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29884;P-Natalizumab;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29886;P-Tocilizumab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29887;P-AH-7921;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU29888;P-Alfentanil;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU29889;P-Dekstropropoksyfen;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29890;P-IgG Tocilizumab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29891;P-Desomorfin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29892;P-Etylmorfin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29893;P-Etylmorfin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29894;P-Etylmorfin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29895;P-Etylmorfin-6-glukuronid;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU29906;P-HPA-15a antistoff;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NPU29907;P-HPA-15b antistoff;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NPU29909;Trc-Overflate glykoprotein (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29920;P-Humant immunsviktvirus-1 (HIV-1) genotypisk integraseresistens;;Medisinsk mikrobiologi;MM9;838,46;801,91;0;MM7 til MM9
NPU29928;Us-Leukocytter;;Medisinsk biokjemi;MB4;12,61;11,69;0;MB10 til MB4
NPU29929;Us-Nøytrofile granulocytter;;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU29934;Us-Eosinofile granulocytter;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU29948;P-Hydrokodon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29957;P-Folkodin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29958;P-Folkodin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29959;U-Folkodin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29960;P-Heroin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29961;P-Heroin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29962;U-Heroin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29963;P-6-Monoacetylmorfin (6-MAM);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29964;U-6-Monoacetylmorfin (6-MAM);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29965;P-6-Monoacetylmorfin (6-MAM);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29966;U-Hydrokodon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29967;P-Hydromorfon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29968;U-Hydromorfon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU29969;P-Karfentanil;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU29970;P-Ketobemidon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29971;U-Ketobemidon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29972;P-Ketobemidon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29973;P-Kodein;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29974;U-Kodein;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29975;P-Kodein;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29976;P-Kodein-6-glukuronid (K6G);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29977;U-Kodein-6-glukuronid (K6G);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29978;U-Levometadon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29979;U-Etylidendimetyldifenylpyrrolidin (EDDP);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29980;P-Etylidendimetyldifenylpyrrolidin (EDDP);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29981;U-Morfin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29982;P-Morfin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29983;P-Morfin-3-glukuronid (M3G);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29984;P-Morfin-3-glukuronid (M3G);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29985;P-Morfin-6-glukuronid (M6G);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29986;P-Morfin-6-glukuronid (M6G);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29988;U-Morfin(ukonjungert);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29993;P-MT-45;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU29994;Spytt-MT-45;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU29995;Spytt-Morfin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29996;Spytt-Metadon;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29997;P-Nalokson;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU29998;U-Nalokson;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29999;U-Nalokson;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU30069;DNA-ACADVL;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU30384;DNA-AMPD1;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU30501;DNA-APRT;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU31432;DNA-CDKN1B;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;
NPU31770;DNA-COMT-gen;;Klinisk farmakologi;KF5;155,17;153,54;0;MB0 til KF5
NPU31860;DNA-CPT2;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU32095;DNA-CYP2C9-gen;Medisinsk biokjemi;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU32928;DNA-FGF23;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;
NPU33523;DNA-GNAS;;Medisinsk biokjemi;MB15;4899,34;4543,09;0;
NPU33885;DNA-HADHA;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU33907;DNA-HBG1;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NPU33908;DNA-HBG2;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NPU34026;DNA-HMBS;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU36073;DNA-JAK2;;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU36378;DNA-LCT (Laktoseintoleranse);Medisinsk mikrobiologi;Medisinsk biokjemi;MB11;225,07;208,71;0;
NPU36460;DNA-LMNA-gen;;Medisinsk biokjemi;MB15;4899,34;4543,09;0;
NPU36715;DNA-MCM6-gen (Laktasepersistens);;Medisinsk biokjemi;MB11;225,07;208,71;0;MB10 til MB11
NPU37513;DNA-NR3C1;;Medisinsk biokjemi;MB15;4899,34;4543,09;0;
NPU38276;DNA-PHEX;;Medisinsk biokjemi;MB15;4899,34;4543,09;0;
NPU38498;DNA-POLG;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU38732;DNA-prionprotein-gensekvensering;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;
NPU38851;DNA-PTEN;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU38902;DNA-PTPN11;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU39827;DNA-SDHB;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU39828;DNA-SDHC;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU39829;DNA-SDHD;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU40879;DNA-TNFRSF1A;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU44407;DNA-NLRP3;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU48160;DNA-MTHFR-gen (ALA222VAL);;Klinisk farmakologi;KF5;155,17;153,54;0;MB10 til KF5
NPU49946;DNA-VKORC1-gen;Medisinsk biokjemi;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU53000;P-Oksykodon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53001;U-Oksykodon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53002;P-Pentazocin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53003;P-Pentazocin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53004;U-Pentazocin;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU53005;U-Petidin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53006;P-Petidin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53007;U-Petidin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53008;P-Sufentanil;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU53009;U-Tramadol;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53010;P-O-desmetyltramadol (ODMT);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53011;U-Alprazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53012;P-Alprazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53013;U-Alprazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53014;U-Hydroksyalprazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53015;U-Hydroksyalprazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53016;P-Hydroksyalprazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53017;P-Bentazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU53018;P-Diazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53019;U-Diazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53020;U-Desmetyldiazepam (DMD, nordiazepam);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53021;P-Desmetyldiazepam (DMD, nordiazepam);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53022;P-Sum: Diazepam+desmetyldiazepam;;Klinisk farmakologi;KF0;0,6;0,6;0;
NPU53023;U-Sum: Diazepam+desmetyldiazepam;;Klinisk farmakologi;KF0;0,6;0,6;0;
NPU53024;U-Sum: Diazepam+desmetyldiazepam;;Klinisk farmakologi;KF0;0,6;0,6;0;
NPU53025;Us-Norovirus GI RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU53026;Us-Parechovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU53027;P-Denguevirus antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU53028;Sp-Cytomegalovirus (CMV) IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU53029;Us-Neisseria gonorrhoeae DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM5 til MM6
NPU53049;DNA-HLA-DQB1*06:02 (narkolepsi);;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU53050;P-RNP U1 IgG;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU53051;U-Temazepam (hydroksydiazepam);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53052;P-Temazepam (hydroksydiazepam);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53054;P-Diklazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU53055;P-Etizolam;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU53056;P-Fenazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53057;P-Tetrahydrocannabinolsyre (THC-COOH);;Klinisk farmakologi;KF5;155,17;153,54;0;KF6 til KF5
NPU53058;P-Flunitrazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53059;U-Flunitrazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53060;U-7-aminoflunitrazepam (7-AF);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53061;P-7-aminoflunitrazepam (7-AF);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53062;P-7-aminoflunitrazepam (7-AF);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53063;U-Flurazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53064;P-Flurazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53065;P-Flurazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53066;P-Desmetylklobazam;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU53067;U-Klonazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53068;U-7-aminoklonazepam (7-AK);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53069;P-7-aminoklonazepam (7-AK);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53070;P-7-aminoklonazepam (7-AK);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53071;U-7-aminoklonazepam (7-AK);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53072;U-Lorazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53073;P-Lorazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53074;P-Midazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53075;U-Midazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53076;P-Hydroksymidazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53077;P-Alkalisk fosfatase (IFCC 2011);;Medisinsk biokjemi;MB1;5,16;4,77;0;MB0 til MB1
NPU53079;P-Nitrazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53080;U-Nitrazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53081;U-7-aminonitrazepam (7-AN);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53082;P-7-aminonitrazepam (7-AN);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53083;P-7-aminonitrazepam (7-AN);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53084;U-7-aminonitrazepam (7-AN);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53085;P-Oksazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53086;P-Pyrazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU53087;U-Hydroksytriazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53088;P-Hydroksytriazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53089;P-Hydroksytriazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53090;U-Hydroksytriazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53091;U-Zolpidem;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53092;P-Zolpidem;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53093;U-Zolpidem;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53094;U-Zolpidem-fenyl-4-karboksylsyre;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53095;P-Zopiklon;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53096;U-Zopiklon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53097;U-Zopiklon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53098;U-Norzopiklon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53099;U-Zopiklon-N-oksid;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53100;P-Etylglukuronid (EtG);;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU53101;U-Etylsulfat (EtS);;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU53102;P-Etylsulfat (EtS);;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU53103;U-Etylsulfat (EtS);;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU53104;U-Aceton;;Klinisk farmakologi;KF9;809,17;800,58;0;
NPU53105;P-Aceton;;Klinisk farmakologi;KF9;809,17;800,58;0;
NPU53106;U-Metanol;;Klinisk farmakologi;KF9;809,17;800,58;0;
NPU53107;P-Tetrahydrocannabinol (THC);;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU53108;P-Tetrahydrocannabinol (THC);;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU53109;P-Tetrahydrocannabinol (THC);;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU53110;P-Hydroksytetrahydrocannabinol (OH-THC);;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU53111;P-Hydroksytetrahydrocannabinol (OH-THC);;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU53112;U-Hydroksytetrahydrocannabinol (OH-THC);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53113;U-Hydroksytetrahydrocannabinol (OH-THC);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53114;U-Tetrahydrocannabinolsyre (THC-COOH);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53115;U-Tetrahydrocannabinolsyre (THC-COOH);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53116;U-Dekstropropoksyfen;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53117;U-Desomorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU53118;U-Etylmorfin-6-glukuronid;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53119;U-Etylmorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53120;U-Fentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53121;U-Isopropanol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU53122;U-Aceton;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU53123;U-Metanol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU53124;P-Amfetamin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53125;P-Amfetamin;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU53126;U-Amfetamin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53129;P-Tetrahydrocannabinolsyre (THC-COOH);;Klinisk farmakologi;KF5;155,17;153,54;0;KF6 til KF5
NPU53130;P-4-Brom-2,5-dimetoksyfenetylamin (2C-B);;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU53131;U-4-Brom-2,5-dimetoksyfenetylamin (2C-B);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU53132;P-Deksamfetamin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU53133;P-2,5-Dimetoksyamfetamin (2,5-DMA);;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
