ICD10;Tekst
V1n1j;"Sykl ska tr.uly;veitrafikk;Utdann"
V1n1k;"Sykl ska tr.uly;veitrafikk;Verneplikt"
V1n1m;"Sykl ska tr.uly;veitrafikk;Idrett v/utd/vernepl"
V1n1p;"Sykl ska tr.uly;veitrafikk;Annen idrett"
V1n1r;"Sykl ska tr.uly;veitrafikk;Annen aktivitet"
V1n1y;"Sykl ska tr.uly;veitrafikk;Ukjent aktivitet"
V1n2a;"Sykl ska tr.uly;ann gt/vei;Industri"
V1n2b;"Sykl ska tr.uly;ann gt/vei;Bygg/anl"
V1n2c;"Sykl ska tr.uly;ann gt/vei;Olje/gassutv"
V1n2d;"Sykl ska tr.uly;ann gt/vei;Jord/skogbr"
V1n2e;"Sykl ska tr.uly;ann gt/vei;Fiske/fangst"
V1n2f;"Sykl ska tr.uly;ann gt/vei;Forsvar"
V1n2g;"Sykl ska tr.uly;ann gt/vei;Politi/fengsel"
V1n2h;"Sykl ska tr.uly;ann gt/vei;Annen næring"
V1n2i;"Sykl ska tr.uly;ann gt/vei;Ukj/ikke spes næring"
V1n2j;"Sykl ska tr.uly;ann gt/vei;Utdann"
V1n2k;"Sykl ska tr.uly;ann gt/vei;Verneplikt"
V1n2m;"Sykl ska tr.uly;ann gt/vei;Idrett v/utd/vernepl"
V1n2p;"Sykl ska tr.uly;ann gt/vei;Annen idrett"
V1n2r;"Sykl ska tr.uly;ann gt/vei;Annen aktivitet"
V1n2y;"Sykl ska tr.uly;ann gt/vei;Ukjent aktivitet"
V1n3a;"Sykl ska tr.uly;barneh/lekepl;Industri"
V1n3b;"Sykl ska tr.uly;barneh/lekepl;Bygg/anl"
V1n3c;"Sykl ska tr.uly;barneh/lekepl;Olje/gassutv"
V1n3d;"Sykl ska tr.uly;barneh/lekepl;Jord/skogbr"
V1n3e;"Sykl ska tr.uly;barneh/lekepl;Fiske/fangst"
V1n3f;"Sykl ska tr.uly;barneh/lekepl;Forsvar"
V1n3g;"Sykl ska tr.uly;barneh/lekepl;Politi/fengsel"
V1n3h;"Sykl ska tr.uly;barneh/lekepl;Annen næring"
V1n3i;"Sykl ska tr.uly;barneh/lekepl;Ukj/ikke spes næring"
V1n3j;"Sykl ska tr.uly;barneh/lekepl;Utdann"
V1n3k;"Sykl ska tr.uly;barneh/lekepl;Verneplikt"
V1n3m;"Sykl ska tr.uly;barneh/lekepl;Idrett v/utd/vernepl"
V1n3p;"Sykl ska tr.uly;barneh/lekepl;Annen idrett"
V1n3r;"Sykl ska tr.uly;barneh/lekepl;Annen aktivitet"
V1n3y;"Sykl ska tr.uly;barneh/lekepl;Ukjent aktivitet"
V1n4a;"Sykl ska tr.uly;skole m.v;Industri"
V1n4b;"Sykl ska tr.uly;skole m.v;Bygg/anl"
V1n4c;"Sykl ska tr.uly;skole m.v;Olje/gassutv"
V1n4d;"Sykl ska tr.uly;skole m.v;Jord/skogbr"
V1n4e;"Sykl ska tr.uly;skole m.v;Fiske/fangst"
V1n4f;"Sykl ska tr.uly;skole m.v;Forsvar"
V1n4g;"Sykl ska tr.uly;skole m.v;Politi/fengsel"
V1n4h;"Sykl ska tr.uly;skole m.v;Annen næring"
V1n4i;"Sykl ska tr.uly;skole m.v;Ukj/ikke spes næring"
V1n4j;"Sykl ska tr.uly;skole m.v;Utdann"
V1n4k;"Sykl ska tr.uly;skole m.v;Verneplikt"
V1n4m;"Sykl ska tr.uly;skole m.v;Idrett v/utd/vernepl"
V1n4p;"Sykl ska tr.uly;skole m.v;Annen idrett"
V1n4r;"Sykl ska tr.uly;skole m.v;Annen aktivitet"
V1n4y;"Sykl ska tr.uly;skole m.v;Ukjent aktivitet"
V1n5a;"Sykl ska tr.uly;h-inst/sykehus;Industri"
V1n5b;"Sykl ska tr.uly;h-inst/sykehus;Bygg/anl"
V1n5c;"Sykl ska tr.uly;h-inst/sykehus;Olje/gassutv"
V1n5d;"Sykl ska tr.uly;h-inst/sykehus;Jord/skogbr"
V1n5e;"Sykl ska tr.uly;h-inst/sykehus;Fiske/fangst"
V1n5f;"Sykl ska tr.uly;h-inst/sykehus;Forsvar"
V1n5g;"Sykl ska tr.uly;h-inst/sykehus;Politi/fengsel"
V1n5h;"Sykl ska tr.uly;h-inst/sykehus;Annen næring"
V1n5i;"Sykl ska tr.uly;h-inst/sykehus;Ukj/ikke spes næring"
V1n5j;"Sykl ska tr.uly;h-inst/sykehus;Utdann"
V1n5k;"Sykl ska tr.uly;h-inst/sykehus;Verneplikt"
V1n5m;"Sykl ska tr.uly;h-inst/sykehus;Idrett v/utd/vernepl"
V1n5p;"Sykl ska tr.uly;h-inst/sykehus;Annen idrett"
V1n5r;"Sykl ska tr.uly;h-inst/sykehus;Annen aktivitet"
V1n5y;"Sykl ska tr.uly;h-inst/sykehus;Ukjent aktivitet"
V1n6a;"Sykl ska tr.uly;syke/aldershjem;Industri"
V1n6b;"Sykl ska tr.uly;syke/aldershjem;Bygg/anl"
V1n6c;"Sykl ska tr.uly;syke/aldershjem;Olje/gassutv"
V1n6d;"Sykl ska tr.uly;syke/aldershjem;Jord/skogbr"
V1n6e;"Sykl ska tr.uly;syke/aldershjem;Fiske/fangst"
V1n6f;"Sykl ska tr.uly;syke/aldershjem;Forsvar"
V1n6g;"Sykl ska tr.uly;syke/aldershjem;Politi/fengsel"
V1n6h;"Sykl ska tr.uly;syke/aldershjem;Annen næring"
V1n6i;"Sykl ska tr.uly;syke/aldershjem;Ukj/ikke spes næring"
V1n6j;"Sykl ska tr.uly;syke/aldershjem;Utdann"
V1n6k;"Sykl ska tr.uly;syke/aldershjem;Verneplikt"
V1n6m;"Sykl ska tr.uly;syke/aldershjem;Idrett v/utd/vernepl"
V1n6p;"Sykl ska tr.uly;syke/aldershjem;Annen idrett"
V1n6r;"Sykl ska tr.uly;syke/aldershjem;Annen aktivitet"
V1n6y;"Sykl ska tr.uly;syke/aldershjem;Ukjent aktivitet"
V1n7a;"Sykl ska tr.uly;idrettsanl;Industri"
V1n7b;"Sykl ska tr.uly;idrettsanl;Bygg/anl"
V1n7c;"Sykl ska tr.uly;idrettsanl;Olje/gassutv"
V1n7d;"Sykl ska tr.uly;idrettsanl;Jord/skogbr"
V1n7e;"Sykl ska tr.uly;idrettsanl;Fiske/fangst"
V1n7f;"Sykl ska tr.uly;idrettsanl;Forsvar"
V1n7g;"Sykl ska tr.uly;idrettsanl;Politi/fengsel"
V1n7h;"Sykl ska tr.uly;idrettsanl;Annen næring"
V1n7i;"Sykl ska tr.uly;idrettsanl;Ukj/ikke spes næring"
V1n7j;"Sykl ska tr.uly;idrettsanl;Utdann"
V1n7k;"Sykl ska tr.uly;idrettsanl;Verneplikt"
V1n7m;"Sykl ska tr.uly;idrettsanl;Idrett v/utd/vernepl"
V1n7p;"Sykl ska tr.uly;idrettsanl;Annen idrett"
V1n7r;"Sykl ska tr.uly;idrettsanl;Annen aktivitet"
V1n7y;"Sykl ska tr.uly;idrettsanl;Ukjent aktivitet"
V1n8a;"Sykl ska tr.uly;friluftsliv;Industri"
V1n8b;"Sykl ska tr.uly;friluftsliv;Bygg/anl"
V1n8c;"Sykl ska tr.uly;friluftsliv;Olje/gassutv"
V1n8d;"Sykl ska tr.uly;friluftsliv;Jord/skogbr"
V1n8e;"Sykl ska tr.uly;friluftsliv;Fiske/fangst"
V1n8f;"Sykl ska tr.uly;friluftsliv;Forsvar"
V1n8g;"Sykl ska tr.uly;friluftsliv;Politi/fengsel"
V1n8h;"Sykl ska tr.uly;friluftsliv;Annen næring"
V1n8i;"Sykl ska tr.uly;friluftsliv;Ukj/ikke spes næring"
V1n8j;"Sykl ska tr.uly;friluftsliv;Utdann"
V1n8k;"Sykl ska tr.uly;friluftsliv;Verneplikt"
V1n8m;"Sykl ska tr.uly;friluftsliv;Idrett v/utd/vernepl"
V1n8p;"Sykl ska tr.uly;friluftsliv;Annen idrett"
V1n8r;"Sykl ska tr.uly;friluftsliv;Annen aktivitet"
V1n8y;"Sykl ska tr.uly;friluftsliv;Ukjent aktivitet"
V1n9a;"Sykl ska tr.uly;annet sted;Industri"
V1n9b;"Sykl ska tr.uly;annet sted;Bygg/anl"
V1n9c;"Sykl ska tr.uly;annet sted;Olje/gassutv"
V1n9d;"Sykl ska tr.uly;annet sted;Jord/skogbr"
V1n9e;"Sykl ska tr.uly;annet sted;Fiske/fangst"
V1n9f;"Sykl ska tr.uly;annet sted;Forsvar"
V1n9g;"Sykl ska tr.uly;annet sted;Politi/fengsel"
V1n9h;"Sykl ska tr.uly;annet sted;Annen næring"
V1n9i;"Sykl ska tr.uly;annet sted;Ukj/ikke spes næring"
V1n9j;"Sykl ska tr.uly;annet sted;Utdann"
V1n9k;"Sykl ska tr.uly;annet sted;Verneplikt"
V1n9m;"Sykl ska tr.uly;annet sted;Idrett v/utd/vernepl"
V1n9p;"Sykl ska tr.uly;annet sted;Annen idrett"
V1n9r;"Sykl ska tr.uly;annet sted;Annen aktivitet"
V1n9y;"Sykl ska tr.uly;annet sted;Ukjent aktivitet"
V1nxa;"Sykl ska tr.uly;ukjent sted;Industri"
V1nxb;"Sykl ska tr.uly;ukjent sted;Bygg/anl"
V1nxc;"Sykl ska tr.uly;ukjent sted;Olje/gassutv"
V1nxd;"Sykl ska tr.uly;ukjent sted;Jord/skogbr"
V1nxe;"Sykl ska tr.uly;ukjent sted;Fiske/fangst"
V1nxf;"Sykl ska tr.uly;ukjent sted;Forsvar"
V1nxg;"Sykl ska tr.uly;ukjent sted;Politi/fengsel"
V1nxh;"Sykl ska tr.uly;ukjent sted;Annen næring"
V1nxi;"Sykl ska tr.uly;ukjent sted;Ukj/ikke spes næring"
V1nxj;"Sykl ska tr.uly;ukjent sted;Utdann"
V1nxk;"Sykl ska tr.uly;ukjent sted;Verneplikt"
V1nxm;"Sykl ska tr.uly;ukjent sted;Idrett v/utd/vernepl"
V1nxp;"Sykl ska tr.uly;ukjent sted;Annen idrett"
V1nxr;"Sykl ska tr.uly;ukjent sted;Annen aktivitet"
V1nxy;"Sykl ska tr.uly;ukjent sted;Ukjent aktivitet"
V2s0a;"Motorsy skad tr.uly;bolig;Industri"
V2s0b;"Motorsy skad tr.uly;bolig;Bygg/anl"
V2s0c;"Motorsy skad tr.uly;bolig;Olje/gassutv"
V2s0d;"Motorsy skad tr.uly;bolig;Jord/skogbr"
V2s0e;"Motorsy skad tr.uly;bolig;Fiske/fangst"
V2s0f;"Motorsy skad tr.uly;bolig;Forsvar"
V2s0g;"Motorsy skad tr.uly;bolig;Politi/fengsel"
V2s0h;"Motorsy skad tr.uly;bolig;Annen næring"
V2s0i;"Motorsy skad tr.uly;bolig;Ukj/ikke spes næring"
V2s0j;"Motorsy skad tr.uly;bolig;Utdann"
V2s0k;"Motorsy skad tr.uly;bolig;Verneplikt"
V2s0m;"Motorsy skad tr.uly;bolig;Idrett v/utd/vernepl"
V2s0p;"Motorsy skad tr.uly;bolig;Annen idrett"
V2s0r;"Motorsy skad tr.uly;bolig;Annen aktivitet"
V2s0y;"Motorsy skad tr.uly;bolig;Ukjent aktivitet"
V2s1a;"Motorsy skad tr.uly;veitrafikk;Industri"
V2s1b;"Motorsy skad tr.uly;veitrafikk;Bygg/anl"
V2s1c;"Motorsy skad tr.uly;veitrafikk;Olje/gassutv"
V2s1d;"Motorsy skad tr.uly;veitrafikk;Jord/skogbr"
V2s1e;"Motorsy skad tr.uly;veitrafikk;Fiske/fangst"
V2s1f;"Motorsy skad tr.uly;veitrafikk;Forsvar"
V2s1g;"Motorsy skad tr.uly;veitrafikk;Politi/fengsel"
V2s1h;"Motorsy skad tr.uly;veitrafikk;Annen næring"
V2s1i;"Motorsy skad tr.uly;veitrafikk;Ukj/ikke spes næring"
V2s1j;"Motorsy skad tr.uly;veitrafikk;Utdann"
V2s1k;"Motorsy skad tr.uly;veitrafikk;Verneplikt"
V2s1m;"Motorsy skad tr.uly;veitrafikk;Idrett v/utd/vernepl"
V2s1p;"Motorsy skad tr.uly;veitrafikk;Annen idrett"
V2s1r;"Motorsy skad tr.uly;veitrafikk;Annen aktivitet"
V2s1y;"Motorsy skad tr.uly;veitrafikk;Ukjent aktivitet"
V2s2a;"Motorsy skad tr.uly;ann gt/vei;Industri"
V2s2b;"Motorsy skad tr.uly;ann gt/vei;Bygg/anl"
V2s2c;"Motorsy skad tr.uly;ann gt/vei;Olje/gassutv"
V2s2d;"Motorsy skad tr.uly;ann gt/vei;Jord/skogbr"
V2s2e;"Motorsy skad tr.uly;ann gt/vei;Fiske/fangst"
V2s2f;"Motorsy skad tr.uly;ann gt/vei;Forsvar"
V2s2g;"Motorsy skad tr.uly;ann gt/vei;Politi/fengsel"
V2s2h;"Motorsy skad tr.uly;ann gt/vei;Annen næring"
V2s2i;"Motorsy skad tr.uly;ann gt/vei;Ukj/ikke spes næring"
V2s2j;"Motorsy skad tr.uly;ann gt/vei;Utdann"
V2s2k;"Motorsy skad tr.uly;ann gt/vei;Verneplikt"
V2s2m;"Motorsy skad tr.uly;ann gt/vei;Idrett v/utd/vernepl"
V2s2p;"Motorsy skad tr.uly;ann gt/vei;Annen idrett"
V2s2r;"Motorsy skad tr.uly;ann gt/vei;Annen aktivitet"
V2s2y;"Motorsy skad tr.uly;ann gt/vei;Ukjent aktivitet"
V2s3a;"Motorsy skad tr.uly;barneh/lekepl;Industri"
V2s3b;"Motorsy skad tr.uly;barneh/lekepl;Bygg/anl"
V2s3c;"Motorsy skad tr.uly;barneh/lekepl;Olje/gassutv"
V2s3d;"Motorsy skad tr.uly;barneh/lekepl;Jord/skogbr"
V2s3e;"Motorsy skad tr.uly;barneh/lekepl;Fiske/fangst"
V2s3f;"Motorsy skad tr.uly;barneh/lekepl;Forsvar"
V2s3g;"Motorsy skad tr.uly;barneh/lekepl;Politi/fengsel"
V2s3h;"Motorsy skad tr.uly;barneh/lekepl;Annen næring"
V2s3i;"Motorsy skad tr.uly;barneh/lekepl;Ukj/ikke spes næring"
V2s3j;"Motorsy skad tr.uly;barneh/lekepl;Utdann"
V2s3k;"Motorsy skad tr.uly;barneh/lekepl;Verneplikt"
V2s3m;"Motorsy skad tr.uly;barneh/lekepl;Idrett v/utd/vernepl"
V2s3p;"Motorsy skad tr.uly;barneh/lekepl;Annen idrett"
V2s3r;"Motorsy skad tr.uly;barneh/lekepl;Annen aktivitet"
V2s3y;"Motorsy skad tr.uly;barneh/lekepl;Ukjent aktivitet"
V2s4a;"Motorsy skad tr.uly;skole m.v;Industri"
V2s4b;"Motorsy skad tr.uly;skole m.v;Bygg/anl"
V2s4c;"Motorsy skad tr.uly;skole m.v;Olje/gassutv"
V2s4d;"Motorsy skad tr.uly;skole m.v;Jord/skogbr"
V2s4e;"Motorsy skad tr.uly;skole m.v;Fiske/fangst"
V2s4f;"Motorsy skad tr.uly;skole m.v;Forsvar"
V2s4g;"Motorsy skad tr.uly;skole m.v;Politi/fengsel"
V2s4h;"Motorsy skad tr.uly;skole m.v;Annen næring"
V2s4i;"Motorsy skad tr.uly;skole m.v;Ukj/ikke spes næring"
V2s4j;"Motorsy skad tr.uly;skole m.v;Utdann"
V2s4k;"Motorsy skad tr.uly;skole m.v;Verneplikt"
V2s4m;"Motorsy skad tr.uly;skole m.v;Idrett v/utd/vernepl"
V2s4p;"Motorsy skad tr.uly;skole m.v;Annen idrett"
V2s4r;"Motorsy skad tr.uly;skole m.v;Annen aktivitet"
V2s4y;"Motorsy skad tr.uly;skole m.v;Ukjent aktivitet"
V2s5a;"Motorsy skad tr.uly;h-inst/sykehus;Industri"
V2s5b;"Motorsy skad tr.uly;h-inst/sykehus;Bygg/anl"
V2s5c;"Motorsy skad tr.uly;h-inst/sykehus;Olje/gassutv"
V2s5d;"Motorsy skad tr.uly;h-inst/sykehus;Jord/skogbr"
V2s5e;"Motorsy skad tr.uly;h-inst/sykehus;Fiske/fangst"
V2s5f;"Motorsy skad tr.uly;h-inst/sykehus;Forsvar"
V2s5g;"Motorsy skad tr.uly;h-inst/sykehus;Politi/fengsel"
V2s5h;"Motorsy skad tr.uly;h-inst/sykehus;Annen næring"
V2s5i;"Motorsy skad tr.uly;h-inst/sykehus;Ukj/ikke spes næring"
V2s5j;"Motorsy skad tr.uly;h-inst/sykehus;Utdann"
V2s5k;"Motorsy skad tr.uly;h-inst/sykehus;Verneplikt"
V2s5m;"Motorsy skad tr.uly;h-inst/sykehus;Idrett v/utd/vernepl"
V2s5p;"Motorsy skad tr.uly;h-inst/sykehus;Annen idrett"
V2s5r;"Motorsy skad tr.uly;h-inst/sykehus;Annen aktivitet"
V2s5y;"Motorsy skad tr.uly;h-inst/sykehus;Ukjent aktivitet"
V2s6a;"Motorsy skad tr.uly;syke/aldershjem;Industri"
V2s6b;"Motorsy skad tr.uly;syke/aldershjem;Bygg/anl"
V2s6c;"Motorsy skad tr.uly;syke/aldershjem;Olje/gassutv"
V2s6d;"Motorsy skad tr.uly;syke/aldershjem;Jord/skogbr"
V2s6e;"Motorsy skad tr.uly;syke/aldershjem;Fiske/fangst"
V2s6f;"Motorsy skad tr.uly;syke/aldershjem;Forsvar"
V2s6g;"Motorsy skad tr.uly;syke/aldershjem;Politi/fengsel"
V2s6h;"Motorsy skad tr.uly;syke/aldershjem;Annen næring"
V2s6i;"Motorsy skad tr.uly;syke/aldershjem;Ukj/ikke spes næring"
V2s6j;"Motorsy skad tr.uly;syke/aldershjem;Utdann"
V2s6k;"Motorsy skad tr.uly;syke/aldershjem;Verneplikt"
V2s6m;"Motorsy skad tr.uly;syke/aldershjem;Idrett v/utd/vernepl"
V2s6p;"Motorsy skad tr.uly;syke/aldershjem;Annen idrett"
V2s6r;"Motorsy skad tr.uly;syke/aldershjem;Annen aktivitet"
V2s6y;"Motorsy skad tr.uly;syke/aldershjem;Ukjent aktivitet"
V2s7a;"Motorsy skad tr.uly;idrettsanl;Industri"
V2s7b;"Motorsy skad tr.uly;idrettsanl;Bygg/anl"
V2s7c;"Motorsy skad tr.uly;idrettsanl;Olje/gassutv"
V2s7d;"Motorsy skad tr.uly;idrettsanl;Jord/skogbr"
V2s7e;"Motorsy skad tr.uly;idrettsanl;Fiske/fangst"
V2s7f;"Motorsy skad tr.uly;idrettsanl;Forsvar"
V2s7g;"Motorsy skad tr.uly;idrettsanl;Politi/fengsel"
V2s7h;"Motorsy skad tr.uly;idrettsanl;Annen næring"
V2s7i;"Motorsy skad tr.uly;idrettsanl;Ukj/ikke spes næring"
V2s7j;"Motorsy skad tr.uly;idrettsanl;Utdann"
V2s7k;"Motorsy skad tr.uly;idrettsanl;Verneplikt"
V2s7m;"Motorsy skad tr.uly;idrettsanl;Idrett v/utd/vernepl"
V2s7p;"Motorsy skad tr.uly;idrettsanl;Annen idrett"
V2s7r;"Motorsy skad tr.uly;idrettsanl;Annen aktivitet"
V2s7y;"Motorsy skad tr.uly;idrettsanl;Ukjent aktivitet"
V2s8a;"Motorsy skad tr.uly;friluftsliv;Industri"
V2s8b;"Motorsy skad tr.uly;friluftsliv;Bygg/anl"
V2s8c;"Motorsy skad tr.uly;friluftsliv;Olje/gassutv"
V2s8d;"Motorsy skad tr.uly;friluftsliv;Jord/skogbr"
V2s8e;"Motorsy skad tr.uly;friluftsliv;Fiske/fangst"
V2s8f;"Motorsy skad tr.uly;friluftsliv;Forsvar"
V2s8g;"Motorsy skad tr.uly;friluftsliv;Politi/fengsel"
V2s8h;"Motorsy skad tr.uly;friluftsliv;Annen næring"
V2s8i;"Motorsy skad tr.uly;friluftsliv;Ukj/ikke spes næring"
V2s8j;"Motorsy skad tr.uly;friluftsliv;Utdann"
V2s8k;"Motorsy skad tr.uly;friluftsliv;Verneplikt"
V2s8m;"Motorsy skad tr.uly;friluftsliv;Idrett v/utd/vernepl"
V2s8p;"Motorsy skad tr.uly;friluftsliv;Annen idrett"
V2s8r;"Motorsy skad tr.uly;friluftsliv;Annen aktivitet"
V2s8y;"Motorsy skad tr.uly;friluftsliv;Ukjent aktivitet"
V2s9a;"Motorsy skad tr.uly;annet sted;Industri"
V2s9b;"Motorsy skad tr.uly;annet sted;Bygg/anl"
V2s9c;"Motorsy skad tr.uly;annet sted;Olje/gassutv"
V2s9d;"Motorsy skad tr.uly;annet sted;Jord/skogbr"
V2s9e;"Motorsy skad tr.uly;annet sted;Fiske/fangst"
V2s9f;"Motorsy skad tr.uly;annet sted;Forsvar"
V2s9g;"Motorsy skad tr.uly;annet sted;Politi/fengsel"
V2s9h;"Motorsy skad tr.uly;annet sted;Annen næring"
V2s9i;"Motorsy skad tr.uly;annet sted;Ukj/ikke spes næring"
V2s9j;"Motorsy skad tr.uly;annet sted;Utdann"
V2s9k;"Motorsy skad tr.uly;annet sted;Verneplikt"
V2s9m;"Motorsy skad tr.uly;annet sted;Idrett v/utd/vernepl"
V2s9p;"Motorsy skad tr.uly;annet sted;Annen idrett"
V2s9r;"Motorsy skad tr.uly;annet sted;Annen aktivitet"
V2s9y;"Motorsy skad tr.uly;annet sted;Ukjent aktivitet"
V2sxa;"Motorsy skad tr.uly;ukjent sted;Industri"
V2sxb;"Motorsy skad tr.uly;ukjent sted;Bygg/anl"
V2sxc;"Motorsy skad tr.uly;ukjent sted;Olje/gassutv"
V2sxd;"Motorsy skad tr.uly;ukjent sted;Jord/skogbr"
V2sxe;"Motorsy skad tr.uly;ukjent sted;Fiske/fangst"
V2sxf;"Motorsy skad tr.uly;ukjent sted;Forsvar"
V2sxg;"Motorsy skad tr.uly;ukjent sted;Politi/fengsel"
V2sxh;"Motorsy skad tr.uly;ukjent sted;Annen næring"
V2sxi;"Motorsy skad tr.uly;ukjent sted;Ukj/ikke spes næring"
V2sxj;"Motorsy skad tr.uly;ukjent sted;Utdann"
V2sxk;"Motorsy skad tr.uly;ukjent sted;Verneplikt"
V2sxm;"Motorsy skad tr.uly;ukjent sted;Idrett v/utd/vernepl"
V2sxp;"Motorsy skad tr.uly;ukjent sted;Annen idrett"
V2sxr;"Motorsy skad tr.uly;ukjent sted;Annen aktivitet"
V2sxy;"Motorsy skad tr.uly;ukjent sted;Ukjent aktivitet"
V2t0a;"Moped skad tr.uly;bolig;Industri"
V2t0b;"Moped skad tr.uly;bolig;Bygg/anl"
V2t0c;"Moped skad tr.uly;bolig;Olje/gassutv"
V2t0d;"Moped skad tr.uly;bolig;Jord/skogbr"
V2t0e;"Moped skad tr.uly;bolig;Fiske/fangst"
V2t0f;"Moped skad tr.uly;bolig;Forsvar"
V2t0g;"Moped skad tr.uly;bolig;Politi/fengsel"
V2t0h;"Moped skad tr.uly;bolig;Annen næring"
V2t0i;"Moped skad tr.uly;bolig;Ukj/ikke spes næring"
V2t0j;"Moped skad tr.uly;bolig;Utdann"
V2t0k;"Moped skad tr.uly;bolig;Verneplikt"
V2t0m;"Moped skad tr.uly;bolig;Idrett v/utd/vernepl"
V2t0p;"Moped skad tr.uly;bolig;Annen idrett"
V2t0r;"Moped skad tr.uly;bolig;Annen aktivitet"
V2t0y;"Moped skad tr.uly;bolig;Ukjent aktivitet"
V2t1a;"Moped skad tr.uly;veitrafikk;Industri"
V2t1b;"Moped skad tr.uly;veitrafikk;Bygg/anl"
V2t1c;"Moped skad tr.uly;veitrafikk;Olje/gassutv"
V2t1d;"Moped skad tr.uly;veitrafikk;Jord/skogbr"
V2t1e;"Moped skad tr.uly;veitrafikk;Fiske/fangst"
V2t1f;"Moped skad tr.uly;veitrafikk;Forsvar"
V2t1g;"Moped skad tr.uly;veitrafikk;Politi/fengsel"
V2t1h;"Moped skad tr.uly;veitrafikk;Annen næring"
V2t1i;"Moped skad tr.uly;veitrafikk;Ukj/ikke spes næring"
V2t1j;"Moped skad tr.uly;veitrafikk;Utdann"
V2t1k;"Moped skad tr.uly;veitrafikk;Verneplikt"
V2t1m;"Moped skad tr.uly;veitrafikk;Idrett v/utd/vernepl"
V2t1p;"Moped skad tr.uly;veitrafikk;Annen idrett"
V2t1r;"Moped skad tr.uly;veitrafikk;Annen aktivitet"
V2t1y;"Moped skad tr.uly;veitrafikk;Ukjent aktivitet"
V2t2a;"Moped skad tr.uly;ann gt/vei;Industri"
V2t2b;"Moped skad tr.uly;ann gt/vei;Bygg/anl"
V2t2c;"Moped skad tr.uly;ann gt/vei;Olje/gassutv"
V2t2d;"Moped skad tr.uly;ann gt/vei;Jord/skogbr"
V2t2e;"Moped skad tr.uly;ann gt/vei;Fiske/fangst"
V2t2f;"Moped skad tr.uly;ann gt/vei;Forsvar"
V2t2g;"Moped skad tr.uly;ann gt/vei;Politi/fengsel"
V2t2h;"Moped skad tr.uly;ann gt/vei;Annen næring"
V2t2i;"Moped skad tr.uly;ann gt/vei;Ukj/ikke spes næring"
V2t2j;"Moped skad tr.uly;ann gt/vei;Utdann"
V2t2k;"Moped skad tr.uly;ann gt/vei;Verneplikt"
V2t2m;"Moped skad tr.uly;ann gt/vei;Idrett v/utd/vernepl"
V2t2p;"Moped skad tr.uly;ann gt/vei;Annen idrett"
V2t2r;"Moped skad tr.uly;ann gt/vei;Annen aktivitet"
V2t2y;"Moped skad tr.uly;ann gt/vei;Ukjent aktivitet"
V2t3a;"Moped skad tr.uly;barneh/lekepl;Industri"
V2t3b;"Moped skad tr.uly;barneh/lekepl;Bygg/anl"
V2t3c;"Moped skad tr.uly;barneh/lekepl;Olje/gassutv"
V2t3d;"Moped skad tr.uly;barneh/lekepl;Jord/skogbr"
V2t3e;"Moped skad tr.uly;barneh/lekepl;Fiske/fangst"
V2t3f;"Moped skad tr.uly;barneh/lekepl;Forsvar"
V2t3g;"Moped skad tr.uly;barneh/lekepl;Politi/fengsel"
V2t3h;"Moped skad tr.uly;barneh/lekepl;Annen næring"
V2t3i;"Moped skad tr.uly;barneh/lekepl;Ukj/ikke spes næring"
V2t3j;"Moped skad tr.uly;barneh/lekepl;Utdann"
V2t3k;"Moped skad tr.uly;barneh/lekepl;Verneplikt"
V2t3m;"Moped skad tr.uly;barneh/lekepl;Idrett v/utd/vernepl"
V2t3p;"Moped skad tr.uly;barneh/lekepl;Annen idrett"
V2t3r;"Moped skad tr.uly;barneh/lekepl;Annen aktivitet"
V2t3y;"Moped skad tr.uly;barneh/lekepl;Ukjent aktivitet"
V2t4a;"Moped skad tr.uly;skole m.v;Industri"
V2t4b;"Moped skad tr.uly;skole m.v;Bygg/anl"
V2t4c;"Moped skad tr.uly;skole m.v;Olje/gassutv"
V2t4d;"Moped skad tr.uly;skole m.v;Jord/skogbr"
V2t4e;"Moped skad tr.uly;skole m.v;Fiske/fangst"
V2t4f;"Moped skad tr.uly;skole m.v;Forsvar"
V2t4g;"Moped skad tr.uly;skole m.v;Politi/fengsel"
V2t4h;"Moped skad tr.uly;skole m.v;Annen næring"
V2t4i;"Moped skad tr.uly;skole m.v;Ukj/ikke spes næring"
V2t4j;"Moped skad tr.uly;skole m.v;Utdann"
V2t4k;"Moped skad tr.uly;skole m.v;Verneplikt"
V2t4m;"Moped skad tr.uly;skole m.v;Idrett v/utd/vernepl"
V2t4p;"Moped skad tr.uly;skole m.v;Annen idrett"
V2t4r;"Moped skad tr.uly;skole m.v;Annen aktivitet"
V2t4y;"Moped skad tr.uly;skole m.v;Ukjent aktivitet"
V2t5a;"Moped skad tr.uly;h-inst/sykehus;Industri"
V2t5b;"Moped skad tr.uly;h-inst/sykehus;Bygg/anl"
V2t5c;"Moped skad tr.uly;h-inst/sykehus;Olje/gassutv"
V2t5d;"Moped skad tr.uly;h-inst/sykehus;Jord/skogbr"
V2t5e;"Moped skad tr.uly;h-inst/sykehus;Fiske/fangst"
V2t5f;"Moped skad tr.uly;h-inst/sykehus;Forsvar"
V2t5g;"Moped skad tr.uly;h-inst/sykehus;Politi/fengsel"
V2t5h;"Moped skad tr.uly;h-inst/sykehus;Annen næring"
