ICPC2B_ICD10_Kode;ICPC2_Kode;ICPC2B_tekst;icpc2_Kap;icpc2_type;ICPC2B_kode
S948;N81;Skade på annen spesifisert nerve i ankel eller fot;N;2;N810025
S748;N81;Skade på annen spesifisert nerve i hofte- eller lårregion;N;2;N810026
S648;N81;Skade på annen spesifisert nerve i håndledds- eller håndregion;N;2;N810027
S848;N81;Skade på annen spesifisert nerve i legg;N;2;N810028
S548;N81;Skade på annen spesifisert nerve i underarmsregion;N;2;N810029
S048;N81;Skade på annen spesifiserte hjernenerve;N;2;N810030
S343;N81;Skade på cauda equina;N;2;N810031
S142;N81;Skade på cervikal nerverot;N;2;N810032
S145;N81;Skade på cervikal sympatisk nerve;N;2;N810033
S643;N81;Skade på fingernerve i tommel;N;2;N810034
S947;N81;Skade på flere nerver i ankel eller fot;N;2;N810035
S747;N81;Skade på flere nerver i hofte- eller lårregion;N;2;N810036
S647;N81;Skade på flere nerver i håndledds- eller håndregion;N;2;N810037
S847;N81;Skade på flere nerver i legg;N;2;N810038
S447;N81;Skade på flere nerver i skulder- eller overarmsregion;N;2;N810039
S547;N81;Skade på flere nerver i underarmsregion;N;2;N810040
S342;N81;Skade på lumbosakral nerverot;N;2;N810041
S644;N81;Skade på nerve i annen finger;N;2;N810042
S242;N81;Skade på nerverot i torakalkolumna;N;2;N810043
S047;N81;Skade på nervus accessorius [9. hjernenerve];N;2;N810044
S443;N81;Skade på nervus axillaris;N;2;N810045
S045;N81;Skade på nervus facialis [7. hjernenerve];N;2;N810046
S741;N81;Skade på nervus femoralis i hofte- eller lårregion;N;2;N810047
S841;N81;Skade på nervus fibularis i legg;N;2;N810048
S942;N81;Skade på nervus fibularis profundus i ankel eller fot;N;2;N810049
S740;N81;Skade på nervus ischiadicus i hofte- eller lårregion;N;2;N810050
S641;N81;Skade på nervus medianus i håndledds- eller håndregion;N;2;N810051
S441;N81;Skade på nervus medianus i overarmsregion;N;2;N810052
S541;N81;Skade på nervus medianus i underarmsregion;N;2;N810053
S444;N81;Skade på nervus musculocutaneus;N;2;N810054
S041;N81;Skade på nervus oculomotorius [3. hjernenerve];N;2;N810055
S040;N81;Skade på nervus opticus [2. hjernenerve] og synsbaner;N;2;N810056
S940;N81;Skade på nervus plantaris lateralis;N;2;N810057
S941;N81;Skade på nervus plantaris medialis;N;2;N810058
S642;N81;Skade på nervus radialis i håndledds- eller håndregion;N;2;N810059
S442;N81;Skade på nervus radialis i overarmsregion;N;2;N810060
S542;N81;Skade på nervus radialis i underarmsregion;N;2;N810061
S840;N81;Skade på nervus tibialis i legg;N;2;N810062
S043;N81;Skade på nervus trigeminus [5. hjernenerve];N;2;N810063
S042;N81;Skade på nervus trochlearis [4. hjernenerve];N;2;N810064
S640;N81;Skade på nervus ulnaris i håndledds- eller håndregion;N;2;N810065
S440;N81;Skade på nervus ulnaris i overarmsregion;N;2;N810066
S540;N81;Skade på nervus ulnaris i underarmsregion;N;2;N810067
S046;N81;Skade på nervus vestibulocochlearis [8. hjernenerve];N;2;N810068
S243;N81;Skade på perifer nerve i brystkasse;N;2;N810069
S346;N81;Skade på perifer nerve i bukregion, nedre del av rygg eller bekken;N;2;N810070
S144;N81;Skade på perifer nerve i halsregion;N;2;N810071
S344;N81;Skade på plexus lumbosacralis;N;2;N810072
S943;N81;Skade på sensorisk hudnerve i ankel eller fot;N;2;N810073
S742;N81;Skade på sensorisk hudnerve i hofte- eller lårregion;N;2;N810074
S842;N81;Skade på sensorisk hudnerve i legg;N;2;N810075
S445;N81;Skade på sensorisk hudnerve i overarmsregion;N;2;N810076
S543;N81;Skade på sensorisk hudnerve i underarmsregion;N;2;N810077
S244;N81;Skade på sympatisk nerve i brystkasse;N;2;N810078
S345;N81;Skade på sympatisk nerve lumbosakralt eller i bekken;N;2;N810079
T060;N81;Skader på hjerne eller hjernenerver med skader på nerver eller ryggmarg i halsregion;N;2;N810080
T061;N81;Skader på nerver eller ryggmarg som omfatter andre kombinasjoner av kroppsregioner;N;2;N810081
T062;N81;Skader på nerver som omfatter flere kroppsregioner;N;2;N810082
Q079;N85;Medfødt feil i nervesystemet;N;2;N850000
Q000;N85;Anencephalus;N;2;N850001
Q019;N85;Encefalocele;N;2;N850002
Q039;N85;Hydrocephalus medfødt;N;2;N850003
Q049;N85;Medfødt feil hjernen INA;N;2;N850004
Q069;N85;Medfødt feil ryggmarg INA;N;2;N850005
Q02;N85;Mikrencefalon;N;2;N850006
Q059;N85;Myelomeningocele;N;2;N850007
Q059;N85;Ryggmargsbrokk;N;2;N850008
Q059;N85;Spina bifida;N;2;N850009
Q060;N85;Amyeli;N;2;N850010
Q063;N85;Annen medfødt misdannelse i cauda equina;N;2;N850011
Q043;N85;Annen reduksjonsdeformitet i hjernen;N;2;N850012
Q038;N85;Annen spesifisert medfødt hydrocephalus;N;2;N850013
Q048;N85;Annen spesifisert medfødt misdannelse i hjernen;N;2;N850014
Q068;N85;Annen spesifisert medfødt misdannelse i ryggmarg;N;2;N850015
Q078;N85;Annen spesifisert misdannelse i nervesystemet;N;2;N850016
Q041;N85;Arhinencefali;N;2;N850017
Q070;N85;Arnold-Chiaris syndrom;N;2;N850018
Q031;N85;Atresi av foramen Magendii eller foramen Luschkae;N;2;N850019
Q050;N85;Cervikal spina bifida med hydrocephalus;N;2;N850020
Q055;N85;Cervikal spina bifida uten hydrocephalus;N;2;N850021
Q001;N85;Craniorachischisis;N;2;N850022
Q062;N85;Diastematomyeli;N;2;N850023
Q018;N85;Encefalocele med annen spesifisert lokalisasjon;N;2;N850024
Q010;N85;Frontalt encefalocele;N;2;N850025
Q042;N85;Holoprosencefali;N;2;N850026
Q064;N85;Hydromyeli;N;2;N850027
Q061;N85;Hypoplasi eller dysplasi av ryggmarg;N;2;N850028
Q002;N85;Iniencefali;N;2;N850029
Q052;N85;Lumbal spina bifida med hydrocephalus;N;2;N850030
Q057;N85;Lumbal spina bifida uten hydrocephalus;N;2;N850031
Q046;N85;Medfødt hjernecyste;N;2;N850032
Q040;N85;Medfødt misdannelse i corpus callosum;N;2;N850033
Q045;N85;Megalencefali;N;2;N850034
Q030;N85;Misdannelse av aqueductus cerebri;N;2;N850035
Q011;N85;Nasofrontalt encefalocele;N;2;N850036
Q012;N85;Oksipitalt encefalocele;N;2;N850037
Q053;N85;Sakral spina bifida med hydrocephalus;N;2;N850038
Q058;N85;Sakral spina bifida uten hydrocephalus;N;2;N850039
Q044;N85;Septooptisk dysplasi;N;2;N850040
Q051;N85;Torakal spina bifida med hydrocephalus;N;2;N850041
Q056;N85;Torakal spina bifida uten hydrocephalus;N;2;N850042
Q054;N85;Uspesifisert spina bifida med hydrocephalus;N;2;N850043
G35;N86;Multippel sklerose;N;2;N860000
G35;N86;MS (multippel sklerose);N;2;N860001
G35;N86;Sclerosis multiplex;N;2;N860002
G35;N86;Sklerose multippel disseminert;N;2;N860003
G20;N87;Parkinsonisme;N;2;N870000
G20;N87;Ataksi parkinsonistisk;N;2;N870001
G20;N87;Atetoser parkinsonistisk;N;2;N870002
G20;N87;Paralysis agitans;N;2;N870003
G211;N87;Parkinsonisme legemiddelutløst;N;2;N870004
G219;N87;Parkinsonisme sekundær;N;2;N870005
G20;N87;Parkinsons sykdom;N;2;N870006
G20;N87;Stivhet parkinsonistisk;N;2;N870007
G20;N87;Tremor parkinsonistisk;N;2;N870008
G218;N87;Annen spesifisert sekundær parkinsonisme;N;2;N870009
G210;N87;Malignt nevroleptikasyndrom;N;2;N870010
G213;N87;Parkinsonisme etter encefalitt;N;2;N870011
G22;N87;Parkinsonisme ved sykdom klassifisert annet sted;N;2;N870012
G212;N87;Sekundær parkinsonisme som har annen ytre årsak;N;2;N870013
G214;N87;Vaskulær parkinsonisme;N;2;N870014
G409;N88;Epilepsi;N;2;N880000
G403;N88;Absensepilepsi;N;2;N880001
G411;N88;Absens-status;N;2;N880002
G403;N88;Epilepsi generalisert absenser;N;2;N880003
G403;N88;Epilepsi generalisert atonisk;N;2;N880004
G403;N88;Epilepsi generalisert idiopatisk;N;2;N880005
G404;N88;Epilepsi generalisert IKA;N;2;N880006
G403;N88;Epilepsi generalisert tonisk-klonisk;N;2;N880007
G408;N88;Epilepsi IKA;N;2;N880008
G409;N88;Epilepsi INA;N;2;N880009
G401;N88;Epilepsi partiell enkel;N;2;N880010
G402;N88;Epilepsi partiell kompleks;N;2;N880011
G409;N88;Epileptisk anfall INA;N;2;N880012
G403;N88;Grand mal epilepsi;N;2;N880013
G409;N88;Krampeanfall epilepsi INA;N;2;N880014
G403;N88;Petit mal epilepsi;N;2;N880015
G419;N88;Status epileptikus;N;2;N880016
G418;N88;Annen spesifisert status epileptikus;N;2;N880017
G412;N88;Kompleks partiell status epileptikus;N;2;N880018
G400;N88;Lokalisasjonsrelatert idiopatisk epilepsi eller epileptiske syndrom med anfall med fokal start;N;2;N880019
G405;N88;Spesielle epileptiske syndromer;N;2;N880020
G410;N88;Tonisk-klonisk status epileptikus;N;2;N880021
G407;N88;Uspesifisert epilepsi med absenser uten tonisk-kloniske anfall;N;2;N880022
G406;N88;Uspesifisert epilepsi med tonisk-kloniske anfall;N;2;N880023
G439;N89;Migrene;N;2;N890000
G441;N89;Hodepine vaskulær INA;N;2;N890001
G431;N89;Migrene hemiplegisk familiær;N;2;N890002
G433;N89;Migrene komplisert;N;2;N890003
G431;N89;Migrene med aura;N;2;N890004
G438;N89;Migrene oftalmoplegisk;N;2;N890005
G430;N89;Migrene uten aura;N;2;N890006
G432;N89;Status migrainosus;N;2;N890007
G440;N90;Cluster-hodepine;N;2;N900000
G440;N90;Hemikrani kronisk paroksysmal;N;2;N900001
G440;N90;Hodepine cluster episodisk;N;2;N900002
G440;N90;Hodepine cluster kronisk;N;2;N900003
G440;N90;Hortons hodepine syndrom;N;2;N900004
G510;N91;Facialisparese;N;2;N910000
G519;N91;Ansiktslammelse INA;N;2;N910001
G510;N91;Bells parese;N;2;N910002
G519;N91;Lammelse ansiktet;N;2;N910003
G538;N91;Annen hjernenervelidelse ved annen sykdom klassifisert annet sted;N;2;N910004
G518;N91;Annen spesifisert sykdom i nervus facialis [7.hjernenerve];N;2;N910005
G514;N91;Facial myokymi;N;2;N910006
G531;N91;Flere hjernenervepareser ved infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N910007
G533;N91;Flere hjernenervepareser ved neoplastisk sykdom;N;2;N910008
G532;N91;Flere hjernenervepareser ved sarkoidose;N;2;N910009
G511;N91;Geniculumganglionitt;N;2;N910010
G513;N91;Klonisk hemifacial spasme;N;2;N910011
G512;N91;Melkerssons syndrom;N;2;N910012
G530;N91;Nevralgi etter herpes zoster;N;2;N910013
G500;N92;Trigeminusnevralgi;N;2;N920000
G500;N92;Ansiktssmertesyndrom;N;2;N920001
G500;N92;Nervesmerter ansiktet;N;2;N920002
G500;N92;Tic douloureux;N;2;N920003
G508;N92;Annen spesifisert sykdom i nervus trigeminus [5.hjernenerve];N;2;N920004
G509;N92;Uspesifisert sykdom i nervus trigeminus [5.hjernenerve];N;2;N920005
G560;N93;Carpal tunnel syndrom;N;2;N930000
G560;N93;Canalis carpi-syndrom;N;2;N930001
G629;N94;Perifer nevropati;N;2;N940000
G546;N94;Fantomlemsmerter;N;2;N940001
G547;N94;Fantomlemsyndrom INA (uten smerte);N;2;N940002
G610;N94;Guillain-Barrés syndrom;N;2;N940003
G564;N94;Kausalgi;N;2;N940004
G561;N94;Medianuslammelse;N;2;N940005
G589;N94;Mononevropati INA;N;2;N940006
G569;N94;Mononevropati overekstremitet;N;2;N940007
G579;N94;Mononevropati underekstremitet;N;2;N940008
G576;N94;Mortons metatarsalgi;N;2;N940009
G568;N94;Nevrom i arm/hånd;N;2;N940010
G578;N94;Nevrom i ben/fot;N;2;N940011
G609;N94;Nevropati arvelig/idiopatisk;N;2;N940012
G629;N94;Nevropati INA;N;2;N940013
G573;N94;Peroneuslammelse;N;2;N940014
G621;N94;Polynevropati alkoholisk;N;2;N940015
G632;N94;Polynevropati diabetisk;N;2;N940016
G629;N94;Polynevropati INA;N;2;N940017
G619;N94;Polynevropati inflammatorisk;N;2;N940018
G563;N94;Radialislammelse;N;2;N940019
G588;N94;Recurrensparese;N;2;N940020
G575;N94;Tarsal tunnel syndrom;N;2;N940021
G540;N94;Thoracic outlet-syndrom;N;2;N940022
G562;N94;Ulnarislammelse;N;2;N940023
G598;N94;Annen mononevropati ved sykdom klassifisert annet sted;N;2;N940024
G608;N94;Annen spesifisert arvelig eller idiopatisk nevropati;N;2;N940025
G618;N94;Annen spesifisert inflammatorisk polynevropati;N;2;N940026
G628;N94;Annen spesifisert polynevropati;N;2;N940027
G548;N94;Annen spesifisert sykdom i nerverøtter eller nervepleksus;N;2;N940028
G64;N94;Annen tilstand i det perifere nervesystemet;N;2;N940029
G600;N94;Arvelig motorisk eller sensorisk nevropati;N;2;N940030
G590;N94;Diabetisk mononevropati;N;2;N940031
G603;N94;Idiopatisk progressiv nevropati;N;2;N940032
G580;N94;Interkostal nevropati;N;2;N940033
G553;N94;Kompresjon av nerverøtter eller nervepleksus ved annen rygglidelse;N;2;N940034
G558;N94;Kompresjon av nerverøtter eller nervepleksus ved annen sykdom klassifisert annet sted;N;2;N940035
G551;N94;Kompresjon av nerverøtter eller nervepleksus ved lidelse i mellomvirvelskive;N;2;N940036
G550;N94;Kompresjon av nerverøtter eller nervepleksus ved neoplastisk sykdom;N;2;N940037
G552;N94;Kompresjon av nerverøtter eller nervepleksus ved spondylose;N;2;N940038
G620;N94;Legemiddelutløst polynevropati;N;2;N940039
G571;N94;Meralgia parestetica;N;2;N940040
G587;N94;Mononeuritis multiplex;N;2;N940041
G545;N94;Nevralgisk amyotrofi;N;2;N940042
G602;N94;Nevropati i tilknytning til arvelig ataksi;N;2;N940043
G622;N94;Polynevropati som skyldes annet giftstoff;N;2;N940044
G633;N94;Polynevropati ved annen endokrin sykdom eller metabolsk forstyrrelse;N;2;N940045
G636;N94;Polynevropati ved annen lidelse i muskel-skjelettsystemet;N;2;N940046
G638;N94;Polynevropati ved annen sykdom klassifisert annet sted;N;2;N940047
G630;N94;Polynevropati ved infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N940048
G634;N94;Polynevropati ved mangelsykdom;N;2;N940049
G631;N94;Polynevropati ved neoplastisk sykdom;N;2;N940050
G635;N94;Polynevropati ved systemisk bindevevssykdom;N;2;N940051
G601;N94;Refsums sykdom;N;2;N940052
G611;N94;Serumnevropati;N;2;N940053
G572;N94;Skade i nervus femoralis;N;2;N940054
G570;N94;Skade i nervus ischiadicus;N;2;N940055
G574;N94;Skade i nervus tibialis;N;2;N940056
G544;N94;Sykdom i lumbosakrale nerverøtter, ikke klassifisert et annet sted;N;2;N940057
G541;N94;Sykdom i plexus lumbosacralis;N;2;N940058
G543;N94;Sykdom i torakale nerverøtter, ikke klassifisert et annet sted;N;2;N940059
G542;N94;Sykom i cervikale nerverøtter, ikke klassifisert et annet sted;N;2;N940060
G549;N94;Uspesifisert sykdom i nerverøtter eller nervepleksus;N;2;N940061
G442;N95;Tensjonshodepine;N;2;N950000
G442;N95;Spenningshodepine;N;2;N950001
G98;N99;Sykdom i nervesystemet IKA;N;2;N990000
G122;N99;ALS (amyotrofisk lateralsklerose);N;2;N990001
G122;N99;Amyotrofisk lateralsklerose (ALS);N;2;N990002
G931;N99;Anoksisk hjerneskade;N;2;N990003
G719;N99;Arvelig myopati INA;N;2;N990004
G119;N99;Ataksi arvelig;N;2;N990005
G129;N99;Atrofi spinal IKA INA;N;2;N990006
G319;N99;Atrophia cerebri;N;2;N990007
G238;N99;Basalganglieforkalkninger;N;2;N990008
G900;N99;Besvimelse sinus caroticus;N;2;N990009
G834;N99;Cauda equina-syndrom;N;2;N990010
G809;N99;Cerebral parese infantil;N;2;N990011
G809;N99;Cerebral parese;N;2;N990012
G809;N99;CP (cerebral parese);N;2;N990013
G379;N99;Demyeliniserende sykdom CNS;N;2;N990014
G249;N99;Dyskinesi INA;N;2;N990015
G249;N99;Dystoni INA;N;2;N990016
G934;N99;Encefalopati INA;N;2;N990017
G819;N99;Hemiparese;N;2;N990018
G802;N99;Hemiplegi infantil;N;2;N990019
G819;N99;Hemiplegi;N;2;N990020
G319;N99;Hjerneatrofi;N;2;N990021
G839;N99;Hjernelammelse;N;2;N990022
G939;N99;Hjernelidelse INA;N;2;N990023
G528;N99;Hjernenervelammelse IKA;N;2;N990024
G936;N99;Hjerneødem (ikke-traumatisk);N;2;N990025
G902;N99;Horners syndrom;N;2;N990026
G10;N99;Huntingtons sykdom;N;2;N990027
G919;N99;Hydrocephalus ervervet;N;2;N990028
G825;N99;Kvadriplegi;N;2;N990029
G839;N99;Lammelse cerebral;N;2;N990030
G839;N99;Lammelsessyndrom IKA INA;N;2;N990031
G710;N99;Limb girdle dystrophy;N;2;N990032
G92;N99;Løsemiddelskade INA;N;2;N990033
G710;N99;Muskeldystrofi;N;2;N990034
G729;N99;Muskellammelse IKA INA;N;2;N990035
G700;N99;Myasthenia gravis;N;2;N990036
G959;N99;Myelopati IKA INA;N;2;N990037
G729;N99;Myopati INA;N;2;N990038
M792;N99;Nevralgi INA;N;2;N990039
M792;N99;Nevritt INA;N;2;N990040
G360;N99;Optikusnevritt demyelinisert;N;2;N990041
G839;N99;Paralyse INA;N;2;N990042
G900;N99;Sinus caroticus-synkope;N;2;N990044
G800;N99;Spastisk cerebral parese;N;2;N990045
G811;N99;Spastisk hemiplegi;N;2;N990046
G129;N99;Spinal muskelatrofi IKA INA;N;2;N990047
G98;N99;Sykdom i nervesystemet INA;N;2;N990048
G950;N99;Syringomyeli;N;2;N990049
G92;N99;Toksisk encefalopati;N;2;N990050
E512;N99;Wernickes encefalopati;N;2;N990051
G361;N99;Akutt eller subakutt hemoragisk leukoencefalitt;N;2;N990052
G373;N99;Akutt tverrsnittsmyelitt ved demyeliniserende sykdom i sentralnervesystemet;N;2;N990053
G721;N99;Alkoholisk myopati;N;2;N990054
G121;N99;Annen arvelig spinal muskelatrofi;N;2;N990055
G991;N99;Annen lidelse i det autonome nervesystemet ved annen sykdom klassifisert annet sted;N;2;N990056
G131;N99;Annen sekundær atrofi i sentralnervesystemet ved neoplastisk sykdom;N;2;N990057
G368;N99;Annen spesifisert akutt disseminert demyelinisering;N;2;N990058
G118;N99;Annen spesifisert arvelig ataksi;N;2;N990059
G808;N99;Annen spesifisert cerebral parese;N;2;N990060
G318;N99;Annen spesifisert degenerativ sykdom i sentralnervesystemet;N;2;N990061
G328;N99;Annen spesifisert degenerativ tilstand i sentralnervesystem ved sykdom klassifisert annet sted;N;2;N990062
G378;N99;Annen spesifisert demyeliniserende sykdom i sentralnervesystemet;N;2;N990063
G248;N99;Annen spesifisert dystoni;N;2;N990064
G908;N99;Annen spesifisert forstyrrelse i det autonome nervesystemet;N;2;N990065
G938;N99;Annen spesifisert hjernelidelse;N;2;N990066
G948;N99;Annen spesifisert hjernelidelse ved sykdom klassifisert annet sted;N;2;N990067
G918;N99;Annen spesifisert hydrocephalus;N;2;N990068
G998;N99;Annen spesifisert lidelse i nervesystemet ved sykdom klassifisert annet sted;N;2;N990069
G968;N99;Annen spesifisert lidelse i sentralnervesystemet;N;2;N990070
G728;N99;Annen spesifisert myopati;N;2;N990071
G708;N99;Annen spesifisert nevromuskulær forstyrrelse;N;2;N990072
G718;N99;Annen spesifisert primær muskelsykdom;N;2;N990073
G958;N99;Annen spesifisert ryggmargssykdom;N;2;N990074
G128;N99;Annen spesifisert spinal muskelatrofi eller beslektet syndrom;N;2;N990075
G732;N99;Annet myastent syndrom ved neoplastisk sykdom;N;2;N990076
G838;N99;Annet spesifisert syndrom med lammelse;N;2;N990077
G114;N99;Arvelig spastisk paraplegi;N;2;N990078
G804;N99;Ataktisk cerebral parese;N;2;N990079
G904;N99;Autonom dysrefleksi;N;2;N990080
G990;N99;Autonom nevropati ved endokrin eller metabolsk sykdom;N;2;N990081
G245;N99;Blefarospasme;N;2;N990082
G113;N99;Cerebellar ataksi med mangelfull DNA-reparasjon;N;2;N990083
G112;N99;Cerebellar ataksi med sen debut;N;2;N990084
G111;N99;Cerebellar ataksi med tidlig debut;N;2;N990085
G370;N99;Diffus sklerose;N;2;N990086
G830;N99;Diplegi i overekstremiteter;N;2;N990087
G803;N99;Dyskinetisk cerebral parese;N;2;N990088
G26;N99;Ekstrapyramidal tilstand eller bevegelsesforstyrrelse ved sykdom klassifisert annet sted;N;2;N990089
G901;N99;Familiær dysautonomi;N;2;N990090
G932;N99;Godartet intrakraniell hypertensjon;N;2;N990091
G230;N99;Hallervorden-Spatz' sykdom;N;2;N990092
G930;N99;Hjernecyste;N;2;N990093
G935;N99;Hjernekompresjon;N;2;N990094
G942;N99;Hydrocephalus ved annen sykdom klassifisert annet sted;N;2;N990095
G940;N99;Hydrocephalus ved infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N990096
G941;N99;Hydrocephalus ved neoplastisk sykdom;N;2;N990097
G241;N99;Idiopatisk familiær dystoni;N;2;N990098
G242;N99;Idiopatisk ikke-familiær dystoni;N;2;N990099
G244;N99;Idiopatisk orofacial dystoni;N;2;N990100
G120;N99;Infantil spinal muskelatrofi, type I;N;2;N990101
G724;N99;Inflammatorisk myopati, ikke klassifisert annet sted;N;2;N990102
G910;N99;Kommuniserende hydrocephalus;N;2;N990103
G375;N99;Konsentrisk sklerose;N;2;N990104
G731;N99;Lambert-Eatons syndrom;N;2;N990105
G912;N99;Lavtrykkshydrocephalus;N;2;N990106
G240;N99;Legemiddelutløst dystoni;N;2;N990107
G720;N99;Legemiddelutløst myopati;N;2;N990108
G960;N99;Lekkasje av cerebrospinalvæske;N;2;N990109
G961;N99;Lidelse i hjernehinner, ikke klassifisert annet sted;N;2;N990110
G835;N99;Locked-in-syndrom;N;2;N990111
G310;N99;Lokalisert hjerneatrofi;N;2;N990112
G110;N99;Medfødt ikke-progressiv ataksi;N;2;N990113
G702;N99;Medfødt myasteni eller utviklingsmyasteni;N;2;N990114
G712;N99;Medfødt myopati;N;2;N990115
G713;N99;Mitokondriemyopati ikke klassifisert annet sted;N;2;N990116
G832;N99;Monoplegi i overekstremitet;N;2;N990117
G831;N99;Monoplegi i underekstremitet;N;2;N990118
G233;N99;Multippel systematrofi, cerebellære symptomer dominerer [MSA-c];N;2;N990119
G733;N99;Myastent syndrom ved annen sykdom klassifisert annet sted;N;2;N990120
G730;N99;Myastent syndrom ved endokrin sykdom;N;2;N990121
G992;N99;Myelopati ved sykdom klassifisert annet sted;N;2;N990122
G722;N99;Myopati som skyldes annet giftstoff;N;2;N990123
G737;N99;Myopati ved annen sykdom klassifisert annet sted;N;2;N990124
G735;N99;Myopati ved endokrin sykdom;N;2;N990125
G734;N99;Myopati ved infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N990126
G736;N99;Myopati ved metabolsk forstyrrelse;N;2;N990127
G711;N99;Myoton lidelse;N;2;N990128
G911;N99;Obstruktiv hydrocephalus;N;2;N990129
G130;N99;Paraneoplastisk nevromyopati eller nevropati;N;2;N990130
G723;N99;Periodisk paralyse;N;2;N990131
